idcode,year,age,grade,south,lnwage
798,71,21,11,0,2.12248826
798,72,22,11,0,2.16752243
798,73,23,11,0,2.280157804
800,71,20,12,0,1.376926541
800,72,21,12,0,1.728409529
800,73,22,12,0,1.724599957
800,77,26,12,0,1.753038049
800,78,27,12,0,1.783343792
801,75,26,16,0,2.227176428
802,68,18,12,0,1.766854405
802,69,19,12,0,2.079441071
802,70,20,12,0,2.300251007
802,71,21,12,0,2.379710674
802,72,22,12,0,2.280939102
802,73,23,12,0,2.374530315
802,75,25,12,0,2.529773951
802,77,27,12,0,2.672516346
803,68,20,12,0,1.575799346
803,69,21,12,0,1.702528358
803,70,22,12,0,1.709187865
803,71,23,12,0,1.717023134
803,72,24,12,0,1.709215403
804,70,18,12,0,1.559427381
804,71,19,12,0,1.734189034
804,72,20,12,0,1.728409529
804,73,21,12,0,1.845402002
804,75,23,12,0,1.742124081
805,69,19,12,0,1.938916564
807,69,21,12,0,1.652403712
807,71,23,12,0,2.254685163
807,72,24,12,0,2.083181858
807,73,25,12,0,2.157465458
807,75,27,12,0,2.287265301
808,68,18,12,0,1.637042403
808,69,19,12,0,1.689105034
808,70,20,12,0,1.639290452
808,71,21,12,0,1.87914145
808,73,23,12,0,2.129095078
808,75,25,12,0,1.777011633
809,68,20,12,0,1.744875908
809,69,21,12,0,1.720149517
809,70,22,12,0,1.850599766
809,71,23,12,0,1.717023134
809,72,24,12,0,1.952313304
809,73,25,12,0,1.968126774
809,75,27,12,0,1.818975687
810,68,19,12,0,1.722402453
810,69,20,12,0,1.787685633
810,70,22,12,0,1.832114577
810,71,23,12,0,1.925661922
810,72,24,12,0,2.112092733
810,73,25,12,0,2.121875048
810,77,28,12,0,2.206674576
810,78,30,12,0,2.216588974
811,68,20,12,0,1.493561387
811,69,21,12,0,1.559427381
811,70,22,12,0,1.6117661
811,71,23,12,0,1.539445519
812,73,21,14,0,2.022935152
813,77,23,14,0,2.237546682
814,68,21,12,0,1.766854405
814,69,22,12,0,1.767066717
814,70,23,12,0,1.782391429
814,71,24,12,0,1.850599766
814,72,25,12,0,1.773026943
815,77,33,12,0,1.312705517
816,75,23,16,0,1.777011633
816,77,25,16,0,1.83527565
816,78,26,16,0,1.764385462
817,68,22,11,0,1.586270332
817,69,23,11,0,1.657065749
817,70,24,11,0,1.657065749
817,71,26,11,0,1.415917754
817,72,26,11,0,1.454573154
817,73,27,11,0,1.86003828
817,75,30,11,0,1.217395782
817,77,31,11,0,1.280433774
817,78,33,11,0,1.098112464
818,77,28,18,0,2.52362752
819,75,29,16,0,1.217395782
820,72,25,18,1,2.169970036
820,73,26,18,1,2.252987623
820,75,28,18,1,2.04376173
820,77,30,18,1,1.660580754
820,78,31,18,1,1.979617
821,68,18,12,0,1.30550909
821,69,19,12,0,1.643013716
821,70,20,12,0,1.42222631
821,71,21,12,0,1.94813478
821,72,22,12,0,1.999799848
821,73,23,12,0,2.041429758
821,75,25,12,0,1.980534673
822,68,17,12,0,0.933945656
822,70,19,12,0,1.196954608
822,71,20,12,0,1.478765607
822,73,23,12,0,0.740400016
822,75,24,12,0,1.553867817
823,75,21,12,0,0.8094275
823,77,23,12,0,1.503577471
824,73,29,10,0,1.061530232
824,75,30,10,0,1.762622476
824,77,32,10,0,1.83527565
824,78,34,10,0,1.862302303
825,78,32,18,0,2.636660099
826,68,20,12,0,1.788360357
826,69,21,12,0,1.823761821
826,70,22,12,0,1.964713097
826,71,23,12,0,1.970113516
826,72,24,12,0,2.1198349
826,73,25,12,0,2.157670021
826,78,30,12,0,1.720369458
828,68,23,15,0,1.788360357
828,70,25,15,0,1.91788137
828,71,26,15,0,2.146204233
828,75,30,15,0,2.299200535
828,77,31,15,0,2.35230279
828,78,33,15,0,2.338253975
829,72,21,14,0,1.743503809
829,73,22,14,0,1.743503809
829,75,24,14,0,1.352800012
829,77,26,14,0,1.493526936
830,73,25,11,0,1.526893616
830,75,27,11,0,1.885225058
830,77,29,11,0,1.83194232
830,78,30,11,0,1.465836644
831,68,23,12,0,1.627092838
831,69,24,12,0,1.807888865
831,70,25,12,0,1.786305428
831,71,26,12,0,1.643805265
831,72,27,12,0,1.677716732
831,73,28,12,0,1.773026943
831,75,30,12,0,1.68739903
831,77,32,12,0,1.625285625
831,78,33,12,0,1.250365853
832,68,20,12,0,1.762497067
832,69,21,12,0,1.68459022
834,69,23,12,0,1.22807014
835,68,21,12,0,1.627092838
835,69,22,12,0,1.643013716
835,70,23,12,0,1.597713947
835,71,24,12,1,1.597713947
835,72,25,12,1,1.292054176
836,68,19,12,0,1.403948903
836,69,20,12,0,1.462577343
836,70,21,12,0,1.462577343
836,72,23,12,1,1.292054176
836,77,28,12,1,1.67191267
836,78,29,12,1,1.642407537
837,71,18,12,1,1.108662009
837,72,19,12,1,1.408529162
837,73,20,12,1,1.438342571
837,75,22,12,1,1.639389992
839,68,19,12,0,1.403948903
839,69,19,12,0,1.973402858
839,70,21,12,0,2.000029325
839,71,22,12,0,2.081665754
839,72,22,12,0,2.169970036
839,73,23,12,0,2.166746378
839,75,25,12,0,2.35683012
839,77,27,12,0,2.237546682
839,78,29,12,0,2.12749958
840,71,18,12,0,1.316301703
840,72,19,12,0,1.479265451
841,71,20,12,0,1.575458765
841,72,21,12,0,1.572356224
841,73,22,12,0,1.617470145
841,75,24,12,0,0.706570029
841,77,26,12,0,1.434584379
841,78,27,12,0,1.606640577
842,68,19,12,0,1.543710828
842,69,20,12,0,1.574694753
842,70,21,12,0,1.584745288
842,71,22,12,0,1.75238955
842,72,23,12,0,1.628526092
842,73,24,12,0,1.698127627
842,75,26,12,0,1.874915481
842,77,28,12,0,1.893364072
842,78,29,12,0,1.853588223
843,68,21,12,1,1.298588514
843,69,22,12,1,1.403948903
843,70,23,12,0,1.361601353
843,71,24,12,1,1.417277694
843,77,30,12,0,1.739966154
843,78,31,12,0,1.745061636
844,68,19,12,0,1.403948903
844,69,20,12,0,1.517536521
844,70,21,12,0,1.506783485
844,71,22,12,0,1.503829241
844,72,23,12,0,1.454573154
844,73,24,12,0,1.641186476
844,75,26,12,0,1.479759455
845,68,23,12,0,1.67588222
845,69,24,12,0,1.579732656
845,70,25,12,0,1.657228589
845,71,26,12,0,1.717023134
845,72,27,12,0,1.677716732
845,73,28,12,0,1.637272477
846,68,19,7,0,1.270417571
846,69,20,7,0,1.559427381
846,70,21,7,0,1.361601353
846,71,22,7,0,1.316301703
847,68,20,14,0,1.749309778
847,69,21,14,0,1.815856457
847,70,22,14,0,2.029430866
847,75,27,14,0,0.942958653
847,77,29,14,0,1.830480218
847,78,30,14,0,1.705255508
848,72,19,12,0,1.503362656
848,73,20,12,0,1.419018745
848,75,22,12,0,1.266185284
849,72,18,12,0,1.689644814
849,73,19,12,0,1.727220654
849,75,21,12,0,1.922965288
849,77,23,12,0,1.920092344
849,78,24,12,0,1.955441117
850,68,23,12,0,1.521731853
851,68,20,12,0,0.933945656
851,70,22,12,0,0.986059964
851,71,23,12,0,1.122815251
851,72,24,12,0,0.8196944
851,73,25,12,0,0.832207084
851,75,27,12,0,0.655276358
851,77,29,12,0,0.53599298
851,78,30,12,0,0.557218611
852,69,18,12,0,1.517536521
853,68,20,12,0,1.082365513
855,72,19,12,0,1.522231579
855,75,22,12,0,1.779864192
855,77,24,12,0,1.939679503
855,78,25,12,0,1.892219663
856,70,20,12,0,1.392373204
856,71,21,12,0,1.559247732
856,72,22,12,0,1.786305428
856,73,23,12,1,2.138281822
856,75,25,12,0,2.264575243
856,77,26,12,0,2.547403336
856,78,27,12,0,2.659492731
857,71,18,12,0,1.023875952
857,72,19,12,0,1.392697334
857,73,20,12,0,1.694430709
857,75,22,12,0,1.622860909
857,77,24,12,0,1.434584379
857,78,25,12,0,1.647798538
859,71,18,12,0,1.434084654
859,72,19,12,0,1.787467241
859,73,20,12,0,1.892066598
859,75,22,12,0,2.151525736
859,77,24,12,0,2.270594358
859,78,26,12,0,2.29978776
861,75,23,16,0,1.498808146
861,77,25,16,0,1.677530766
861,78,26,16,0,1.790361166
862,71,19,12,0,1.461483717
862,72,20,12,0,0.98456955
862,73,21,12,0,1.376611352
862,75,23,12,0,1.622860909
862,77,25,12,0,2.011702299
864,68,23,12,0,1.157089233
864,69,24,12,0,1.464573741
864,70,25,12,0,1.422911644
864,75,30,12,0,2.133686543
864,77,32,12,0,2.262824535
864,78,33,12,0,2.73740983
866,68,21,12,0,1.532781959
866,69,22,12,0,1.775364876
866,70,24,12,0,1.775364876
867,68,23,16,0,1.941903472
867,69,24,16,0,2.285364151
867,70,25,16,0,2.235089302
867,71,26,16,0,2.633313894
867,72,27,16,0,2.265503407
867,73,28,16,0,2.370770693
867,75,30,16,0,2.216187
867,77,32,16,0,2.430478096
867,78,33,16,0,2.262693405
868,68,20,8,0,1.493561387
868,73,25,8,0,2.370863914
868,75,27,8,0,1.217395782
869,68,19,13,0,1.403948903
870,68,24,10,0,1.434720755
870,77,33,10,0,1.280433774
870,78,34,10,0,1.280433774
871,77,24,13,0,0.143600449
871,78,25,13,0,0.143370062
873,70,18,12,0,1.506783485
873,71,19,12,0,1.848050833
873,72,20,12,0,1.979301453
874,78,31,12,0,1.250365853
875,68,19,9,0,1.403948903
875,69,20,9,0,1.361601353
875,70,21,9,0,1.361601353
875,73,24,9,0,1.572356224
876,68,18,10,0,1.403948903
876,69,18,10,0,1.451213956
876,70,19,10,0,1.835839033
877,71,20,12,1,1.643805265
877,73,21,12,1,1.617470145
877,75,24,12,1,1.616171837
877,77,26,12,0,1.721167922
877,78,26,12,0,1.432687402
880,75,22,12,0,2.121613741
880,77,24,12,0,2.043961525
880,78,25,12,0,1.990396142
882,72,20,12,0,0.761426032
882,73,21,12,0,0.573345602
882,75,23,12,0,1.217395782
882,77,25,12,0,1.175073385
882,78,26,12,0,1.127067208
884,68,21,12,0,1.537781954
884,77,30,12,0,1.237874031
884,78,31,12,0,1.308634639
885,75,23,16,0,1.217395782
889,70,25,12,0,1.361601353
889,75,30,12,0,1.217395782
889,77,32,12,0,0.992751479
890,68,23,12,0,1.284601927
890,69,24,12,0,1.157089233
891,71,21,12,0,1.461483717
891,73,23,12,0,1.454573154
891,77,27,12,0,1.503577471
891,78,28,12,0,2.166656494
895,77,27,10,0,1.356622458
895,78,28,10,0,1.098112464
896,68,22,16,0,1.956396103
896,69,23,16,0,1.877414346
896,70,24,16,0,1.886575103
896,71,25,16,0,1.886575103
896,73,27,16,0,1.679505467
896,75,29,16,0,1.412139177
896,77,31,16,0,1.48000586
896,78,32,16,0,1.730319023
897,72,18,12,0,1.231429219
897,73,19,12,0,1.158604145
897,75,21,12,0,1.217395782
898,73,24,16,0,2.036180258
898,75,26,16,0,1.696730614
898,77,28,16,0,1.637525082
898,78,29,16,0,1.913053513
899,68,20,12,0,1.352655649
899,69,21,12,0,1.256240964
899,70,22,12,0,1.392373204
899,71,23,12,1,1.566200018
899,75,27,12,0,1.217395782
899,78,30,12,0,1.395331383
900,70,18,12,0,1.297063231
900,71,19,12,0,1.477569699
900,72,20,12,0,1.545326948
900,73,21,12,0,1.597266912
900,75,23,12,1,1.553867817
900,77,25,12,0,1.677530766
901,71,18,12,0,0.846298397
901,72,19,12,0,1.387364388
902,70,20,13,0,1.670473337
902,71,21,13,0,1.539445519
902,73,23,13,0,1.484131694
902,75,25,13,0,1.44053936
902,77,27,13,0,1.498024106
903,72,21,16,0,1.677716732
903,75,24,16,0,1.785546184
905,71,18,12,0,1.343056321
905,72,19,12,0,1.382002354
905,73,20,12,0,1.589069963
905,75,22,12,0,1.690519333
905,77,24,12,0,1.773604274
905,78,25,12,0,1.742619157
906,77,23,16,1,1.266185284
907,77,28,18,0,2.082061529
907,78,29,18,0,2.44307518
908,75,23,16,0,1.832581162
908,77,25,16,0,1.915323853
908,78,26,16,0,1.655830979
910,78,24,18,0,2.693039894
911,71,24,12,0,1.245417833
911,73,26,12,0,1.288965583
911,75,28,12,0,1.832581162
911,77,30,12,0,1.713297725
911,78,31,12,1,1.583620191
912,68,19,12,0,1.234049797
912,70,21,12,0,1.597713947
912,71,22,12,0,1.858522415
913,68,19,12,0,1.549131036
913,69,20,12,0,1.754487634
913,70,21,12,0,1.754487634
913,71,22,12,0,1.42667079
914,70,26,18,0,1.61640656
914,71,27,18,0,1.683545709
914,75,31,18,0,1.176573396
914,77,33,18,0,2.01039505
914,78,34,18,0,1.766223311
915,73,27,18,0,1.716409445
915,75,29,18,0,1.994424105
915,77,31,18,0,3.623841047
915,78,32,18,0,3.361476183
916,75,27,18,0,2.193840027
916,77,29,18,0,2.452658176
916,78,30,18,0,2.476490974
918,68,23,12,0,1.694751143
922,68,24,14,0,0.982735097
922,69,25,14,0,2.076387644
922,70,26,14,0,2.106510639
922,77,33,14,0,1.753038049
922,78,34,14,0,1.682147861
924,77,29,17,0,2.0707829
924,78,30,17,0,2.086746693
925,68,19,12,0,1.504924893
925,69,20,12,0,1.506783485
925,70,21,12,0,1.539445519
925,71,22,12,0,1.493879557
925,72,23,12,0,1.526893616
925,73,24,12,0,1.584946156
925,75,26,12,0,1.217395782
926,70,20,12,0,1.361601353
926,72,22,12,0,0.98456955
926,73,23,12,0,0.068278827
926,75,25,12,0,1.572356224
926,77,27,12,0,0.404965252
927,68,19,10,0,1.339410782
928,75,22,12,1,1.535849571
932,68,21,12,0,1.731452584
932,69,22,12,0,1.731452584
932,70,23,12,0,1.392373204
932,71,24,12,0,1.518571854
932,72,25,12,0,1.439459205
932,73,26,12,0,1.479265451
932,75,28,12,0,1.674820662
932,77,30,12,0,1.646233559
932,78,31,12,0,1.75235188
935,73,21,13,0,1.471287489
935,75,23,13,0,1.095227957
935,77,25,13,0,1.170432925
935,78,26,13,1,1.434584379
936,70,25,16,1,2.42199254
936,73,28,16,0,2.776329041
936,75,30,16,1,2.539151669
936,77,32,16,1,2.198389769
937,69,20,12,0,1.361601353
937,70,21,12,0,1.588235021
937,71,22,12,0,1.667832494
937,72,23,12,0,1.602993011
937,73,24,12,0,1.799791694
937,75,26,12,0,1.599250555
937,77,28,12,0,1.669091702
938,69,23,16,0,1.775364876
938,73,27,16,1,1.9160918
938,75,29,16,1,1.932792664
938,77,31,16,1,1.753038049
938,78,32,16,1,2.033353329
939,68,19,12,0,1.493561387
939,69,20,12,0,1.451213956
939,70,21,12,0,1.539445519
939,71,22,12,0,1.493879557
939,72,23,12,0,1.479265451
939,73,24,12,0,1.419018745
940,68,24,11,0,1.403948903
940,69,25,11,0,1.938916564
940,70,26,11,0,1.931487322
940,71,27,11,0,1.94813478
940,72,28,11,0,1.677716732
940,73,29,11,0,1.789741039
940,75,31,11,0,1.582038641
940,77,33,11,0,1.909042597
940,78,34,11,0,2.098805189
941,68,20,12,0,1.434720755
941,69,21,12,0,1.737466335
941,70,22,12,0,1.721766949
941,71,23,12,0,1.865442991
941,72,24,12,0,1.876567364
941,73,25,12,0,1.89282763
943,68,25,12,0,1.661494136
943,70,27,12,0,1.762589097
943,71,28,12,1,1.736825466
943,72,29,12,0,1.930807114
943,73,30,12,0,1.773026943
943,75,32,12,0,2.058962822
943,77,34,12,0,2.133074284
943,78,35,12,0,2.281412601
945,68,23,2,0,1.157089233
945,71,26,2,0,1.251763463
945,72,27,2,0,1.231429219
947,77,30,17,1,2.200052023
947,78,31,17,1,2.001781702
951,68,19,11,0,1.157089233
951,70,21,11,1,1.588235021
951,71,22,11,1,1.657228589
951,72,23,11,1,1.444522619
951,73,24,11,1,1.609437704
951,75,26,11,1,1.748023987
952,72,19,12,0,1.349212289
952,73,20,12,0,1.387364388
953,68,20,12,0,1.385021091
953,69,21,12,0,1.361601353
953,71,23,12,0,1.388518572
953,73,25,12,0,1.316364646
953,75,27,12,0,1.553867817
953,77,29,12,0,1.237874031
953,78,30,12,0,1.459004641
955,71,19,12,0,2.154630899
956,75,28,10,1,1.217395782
956,77,30,10,1,2.082393169
956,78,31,10,1,1.114641428
957,68,19,12,0,1.434720755
957,69,20,12,0,1.584745288
957,70,21,12,0,1.594694972
957,71,22,12,0,1.589189172
957,72,23,12,0,1.549882889
957,73,24,12,0,1.489636183
957,75,26,12,0,1.622860909
958,71,18,12,0,0.800732374
958,72,19,12,0,0.283390015
958,73,20,12,0,1.394326568
958,77,24,12,0,1.098112464
958,78,25,12,0,1.943513036
959,68,23,15,0,1.30550909
959,69,24,15,0,1.199082613
959,70,25,15,0,1.42222631
960,70,22,14,0,1.42222631
960,71,23,14,0,1.376926541
960,72,24,14,0,1.403279662
960,73,25,14,0,1.349212289
960,75,27,14,0,1.517499924
960,77,29,14,0,1.727220893
961,68,19,13,0,1.403948903
961,69,20,13,0,1.361601353
961,70,21,13,0,1.376926541
961,71,22,13,0,1.428514004
961,75,26,13,0,0.52424866
961,77,28,13,0,1.832880855
961,78,29,13,0,0.491078079
962,77,33,12,0,1.416566133
962,78,34,12,0,1.5637151
965,68,23,13,0,1.339410782
965,69,24,13,0,2.132866383
965,70,25,13,0,1.251763463
965,71,26,13,0,2.168054104
965,75,30,13,0,1.335178852
965,77,32,13,0,1.564985752
965,78,33,13,0,1.603835464
966,68,18,7,0,1.30550909
966,69,19,7,0,1.196309328
966,71,21,7,0,1.217861772
966,72,22,7,0,1.388518572
966,73,23,7,0,1.349212289
966,75,25,7,0,1.217395782
966,77,27,7,0,1.301052809
966,78,28,7,0,1.503577471
967,73,22,12,0,1.274249077
968,68,19,12,0,1.499258995
968,69,20,12,0,1.456911564
968,70,21,12,0,1.450614333
968,71,22,12,0,1.76390624
968,72,23,12,0,1.349212289
968,73,24,12,0,1.549882889
968,75,26,12,0,1.266185284
968,77,28,12,0,1.67191267
968,78,29,12,0,1.674325466
969,69,22,12,0,1.468211293
969,70,23,12,0,1.807888865
969,71,24,12,0,1.539445519
969,72,25,12,0,1.716936827
969,73,26,12,0,1.809741616
969,75,28,12,0,1.736189246
969,77,30,12,0,1.688672662
969,78,31,12,0,1.836689234
970,71,19,12,0,1.478765607
970,73,21,12,0,1.294505954
970,75,23,12,0,1.535849571
972,78,24,13,0,1.347923517
973,68,23,16,0,1.731452584
973,69,24,16,0,1.750259161
973,70,25,16,0,1.549395204
973,71,26,16,0,1.503829241
973,72,27,16,0,1.503829241
973,73,28,16,0,1.822682261
975,78,29,17,0,2.119145393
976,75,23,14,0,1.535849571
976,77,25,14,0,1.583620191
978,78,34,10,0,0.516396463
979,73,22,16,0,1.403279662
979,77,26,16,0,1.763374209
979,78,27,16,0,1.820214391
980,73,21,14,0,1.66968441
980,75,23,14,0,2.094945192
980,77,25,14,0,1.752112389
981,68,23,12,0,1.656651378
981,69,24,12,0,1.775364876
981,70,25,12,0,1.569004059
981,71,26,12,0,1.872315407
981,72,27,12,0,1.876567364
981,73,28,12,0,1.394326568
982,72,20,12,0,1.000442505
982,73,21,12,0,1.4941715
982,75,23,12,0,1.535849571
982,77,25,12,0,1.702903628
984,69,19,13,0,1.702528358
984,70,20,13,0,1.721766949
984,71,21,13,0,2.024953365
984,73,23,13,0,2.053495407
984,75,25,13,0,1.880083561
984,77,27,13,0,1.815951824
984,78,28,13,0,1.811123133
986,68,19,12,0,1.575799346
987,70,18,12,0,1.040017962
987,72,20,12,0,1.376611352
987,73,21,12,1,1.376611352
987,75,23,12,1,1.37011683
987,78,26,12,1,1.416566133
988,72,18,12,0,1.403279662
988,73,19,12,0,1.44311595
988,75,21,12,0,1.312705517
988,77,23,12,0,1.321255922
990,77,28,14,0,1.815951824
990,78,29,14,0,1.975011587
991,69,22,15,0,2.029430866
991,70,23,15,0,2.099061251
991,71,24,15,0,1.979387403
991,72,25,15,0,2.261049032
991,73,26,15,0,2.280157804
991,75,28,15,0,2.35683012
991,77,30,15,0,2.237546682
991,78,31,15,0,2.240650177
992,68,21,15,0,1.842203975
992,69,22,15,0,1.842203975
993,68,21,15,0,1.981264114
993,69,21,15,0,2.070253134
993,70,23,15,0,2.196965218
993,71,24,15,0,2.199449062
993,72,25,15,0,2.278748035
993,73,26,15,0,1.538426638
993,75,28,15,0,2.35683012
993,77,30,15,0,2.237546682
993,78,31,15,0,2.166656494
994,68,20,12,0,1.403948903
994,70,23,12,0,1.720149517
997,68,23,12,0,1.403948903
998,68,20,12,0,1.434720755
998,70,22,12,0,1.347073436
999,68,20,10,0,1.270417571
999,69,21,10,0,1.452739
999,75,27,10,0,1.217395782
999,78,30,10,0,0.491976529
1000,72,26,9,0,0.473743945
1000,78,31,9,0,1.250365853
1001,71,28,12,0,1.316301703
1001,72,29,12,0,1.493879557
1001,73,30,12,0,1.387364388
1001,75,32,12,0,1.166891098
1001,77,34,12,0,1.301313758
1002,68,19,12,0,1.452739
1002,69,20,12,0,1.452739
1002,71,22,12,0,0.338696361
1002,73,24,12,0,1.166891098
1002,77,28,12,0,1.434584379
1002,78,29,12,0,1.308634639
1003,68,18,12,0,1.385021091
1003,69,19,12,0,1.468211293
1003,70,20,12,0,1.466874719
1003,71,21,12,0,1.463420153
1003,72,22,12,0,1.493793845
1003,73,23,12,0,1.617470145
1003,75,25,12,0,1.571567059
1003,77,27,12,0,1.371948719
1003,78,28,12,0,1.69248414
1004,70,18,12,0,1.175601721
1005,69,22,9,0,1.398415685
1005,70,24,9,0,1.398415685
1005,72,26,9,0,0.761426032
1005,73,27,9,0,2.205256701
1005,75,29,9,0,2.421868324
1005,77,31,9,0,2.120562792
1005,78,32,9,0,1.824729204
1007,68,19,12,0,1.963564754
1007,69,20,12,0,1.973402858
1007,70,21,12,0,1.973402858
1007,75,26,12,0,1.112034917
1007,77,28,12,0,1.503577471
1008,77,26,15,0,2.157636642
1008,78,27,15,0,2.014403105
1010,68,21,12,0,1.805238724
1010,69,22,12,0,1.892229795
1010,70,23,12,0,1.980920672
1010,71,24,12,0,2.04776454
1010,72,25,12,0,2.093791723
1010,73,26,12,0,2.145742178
1010,75,28,12,0,2.041570663
1011,71,20,14,0,1.434084654
1011,72,21,14,0,2.249824762
1011,73,22,14,0,2.148098469
1011,75,23,14,0,2.316008091
1011,77,26,14,0,2.359410048
1011,78,27,14,0,2.165055037
1013,68,20,13,0,1.504924893
1013,69,21,13,0,1.702528358
1013,70,22,13,0,1.657065749
1013,71,23,13,0,1.762589097
1013,72,24,13,0,1.996897101
1013,73,25,13,0,1.03048265
1013,75,27,13,0,1.78837502
1014,68,25,13,0,1.403948903
1014,69,25,13,0,1.476269484
1014,70,27,13,0,1.376926541
1014,72,29,13,0,1.454573154
1014,73,30,13,0,1.503180742
1014,77,34,13,0,1.098112464
1014,78,35,13,0,1.462245584
1015,70,24,12,0,1.625622511
1015,71,25,12,0,2.053495407
1015,72,26,12,0,1.819216013
1015,73,27,12,0,2.014189005
1016,70,23,16,0,1.506783485
1016,71,24,16,0,2.211719036
1016,72,25,16,0,2.109498739
1016,75,28,16,0,2.084496021
1016,77,30,16,0,2.179917097
1018,68,23,12,0,0.698223293
1018,70,25,12,0,1.68459022
1018,75,30,12,0,1.227345467
1018,77,32,12,0,1.622840643
1018,78,33,12,0,1.503577471
1019,78,25,18,0,2.254948616
1020,75,23,11,0,1.575069785
1020,77,25,11,0,1.886569262
1020,78,26,11,0,2.368574858
1021,73,19,12,0,1.231429219
1021,75,21,12,0,2.028326035
1021,77,23,12,0,1.360476136
1021,78,24,12,0,1.209543705
1022,68,22,12,0,2.603537083
1023,75,30,14,0,2.377416372
1023,77,32,14,0,2.475617886
1023,78,33,14,0,1.826146364
1025,70,18,12,0,1.405914187
1027,73,22,16,0,1.321041822
1027,75,24,16,0,1.895429015
1027,77,26,16,0,1.816477656
1028,68,18,12,0,1.493561387
1028,69,19,12,0,1.584745288
1028,70,20,12,0,1.517536521
1028,71,22,12,0,1.73289609
1028,72,22,12,0,1.739752054
1028,73,23,12,0,1.815737605
1028,75,25,12,0,1.535849571
1028,77,27,12,0,1.851884246
1028,78,28,12,0,1.788027763
1029,72,22,16,0,2.238474131
1029,73,23,16,0,2.263278246
1029,75,25,16,0,2.182476759
1029,77,27,16,0,2.261262894
1029,78,28,16,0,2.014403105
1030,75,23,16,0,1.622860909
1030,77,25,16,0,1.598887444
1030,78,26,16,0,1.749927998
1031,77,26,12,0,1.713297725
1032,70,19,12,0,1.42222631
1032,71,20,12,0,1.611662626
1032,75,24,12,0,1.217395782
1032,78,27,12,0,1.360476136
1034,68,25,12,0,1.410179615
1034,69,26,12,0,1.490434408
1034,70,27,12,0,1.488152027
1034,71,28,12,0,1.514127612
1035,70,17,9,0,1.361601353
1035,71,18,9,0,1.514127612
1035,72,19,9,0,1.655147076
1037,71,19,12,0,1.539445519
1037,72,20,12,0,1.567901731
1037,73,21,12,0,1.428727865
1037,75,23,12,0,1.502574682
1037,77,25,12,0,1.384695649
1037,78,26,12,0,1.007019043
1039,75,23,15,0,1.399717212
1040,77,25,8,1,1.279335141
1041,70,23,12,1,1.26316154
1041,73,26,12,1,1.899258614
1041,75,28,12,1,1.622860909
1041,77,30,12,1,1.242212534
1042,71,19,12,0,1.57866621
1042,72,20,12,0,1.657513618
1043,68,23,16,1,1.941903472
1043,69,24,16,1,2.213353872
1043,70,25,16,1,2.141499758
1043,71,26,16,1,2.365172625
1043,72,27,16,1,2.423455715
1043,73,28,16,0,2.439889431
1044,69,22,15,0,2.333800077
1044,70,23,15,0,2.435533047
1044,71,24,15,0,2.475957394
1044,72,25,15,0,2.498376608
1044,73,26,15,0,2.50288868
1044,75,28,15,1,2.53380394
1044,77,30,15,0,2.601077795
1044,78,31,15,0,2.631647348
1045,72,28,16,0,1.458252072
1045,73,29,16,1,1.598673344
1045,75,31,16,0,1.582038641
1046,77,27,17,0,1.634605289
1046,78,28,17,0,1.752038717
1047,71,22,15,0,1.405914187
1047,72,23,15,0,1.743503809
1047,73,24,15,0,1.984886765
1047,75,26,15,0,1.753888607
1048,68,20,11,0,1.403948903
1048,70,22,11,0,1.514127612
1048,71,23,11,0,1.434084654
1048,73,25,11,0,2.008458138
1048,75,27,11,0,1.658870935
1048,77,29,11,0,1.760800123
1048,78,30,11,0,1.996104836
1049,72,18,12,0,1.376611352
1049,73,19,12,0,1.316364646
1049,75,21,12,0,1.475905776
1049,77,23,12,0,1.552367568
1050,68,22,12,0,1.372200131
1050,70,24,12,0,1.392373204
1050,71,25,12,0,1.721766949
1050,73,27,12,0,1.549882889
1050,75,29,12,0,1.869720578
1050,77,31,12,0,2.430823803
1051,73,24,14,0,1.99316287
1051,75,26,14,0,1.910542965
1051,77,28,14,0,2.196724653
1051,78,29,14,0,2.132478714
1052,77,26,16,0,2.270594358
1052,78,27,16,0,2.252466917
1053,68,20,8,0,0.371826202
1053,69,21,8,0,1.403948903
1053,70,22,8,0,1.22807014
1053,72,24,8,0,0.761426032
1053,75,27,8,0,1.217395782
1054,70,18,12,0,1.329852581
1054,71,20,12,0,1.762589097
1054,73,21,12,0,1.910139203
1054,75,23,12,0,1.17135179
1055,69,25,17,0,1.949388146
1055,70,26,17,0,1.670922279
1055,71,27,17,0,1.790204167
1055,72,28,17,0,1.780272841
1055,73,29,17,0,1.886355519
1055,75,31,17,0,2.094945192
1055,77,33,17,0,1.657728195
1055,78,34,17,0,2.279985189
1056,71,19,12,0,0.983053803
1056,72,20,12,0,1.403279662
1056,73,21,12,0,1.429255247
1056,75,23,12,0,1.298974991
1056,78,26,12,0,1.623307467
1057,68,24,16,0,2.071778297
1058,68,23,17,0,1.010906577
1058,69,24,17,0,2.073324919
1058,70,25,17,0,2.237070084
1058,71,26,17,0,2.328959465
1058,72,27,17,0,2.352699995
1058,73,28,17,0,2.291820526
1058,75,30,17,0,2.470158815
1058,77,32,17,0,2.276767492
1058,78,33,17,0,2.205877304
1059,69,18,12,0,1.559884071
1059,70,19,12,0,1.725925088
1059,71,20,12,0,1.80869019
1059,72,21,12,0,1.856699347
1059,73,22,12,0,1.861199856
